date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:28:32	39890/39890	---MCZ	200	added ('OK')	text/html	etag:W/%22f215433d5be2ea1c953e52ca25b21751%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/5.html	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/5.html	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/index.html)
16:28:32	39673/39673	---MCZ	200	added ('OK')	text/html	etag:W/%227bf8316583f0ef8cc2f8111e085d034e%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/8.html	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/8.html	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/index.html)
16:28:32	694/694	---M--	200	added ('OK')	image/png	etag:%2233ef3de5b59b3722bd978eeeeb320ad8%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/img.icons8.com/emoji/24/star-emoji.png	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/img.icons8.com/emoji/24/star-emoji.png	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:33	11128/11128	---M--	200	added ('OK')	image/png	etag:%229b4f95a31b89f99e1b8a86f566718f58%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/images/heart3.png	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/images/heart3.png	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:33	4119/4119	---M--	200	added ('OK')	image/png	etag:%2289773ea446d76f6d58c7347a072eb4fc%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/images/share.png	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/images/share.png	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:34	6100/6100	---M--	200	added ('OK')	image/png	etag:%22267007f79294257c1e66553ab0914ca9%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/cdn-icons-png.flaticon.com/512/64/64113.png	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/cdn-icons-png.flaticon.com/512/64/64113.png	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:34	15740/15740	---M--	200	added ('OK')	image/webp	etag:%22b1b709ba6f6dcec333a28523116770a5%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/images/asero.webp	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/images/asero.webp	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:34	18574/18574	---M--	200	added ('OK')	image/png	etag:%226c06f9b47de96767e2a9a351cefbbea9%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/images/devo.png	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/images/devo.png	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:35	12879/12879	---M--	200	added ('OK')	image/png	etag:%22a08c01b081ea335f73769eafed47b834%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/images/frete.png	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/images/frete.png	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:35	3598/3598	---M--	200	added ('OK')	image/jpeg	etag:%229e0ba91725de490418b2894e599a2c4b%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/men/1.jpg	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/men/1.jpg	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:35	5157/5157	---M--	200	added ('OK')	image/jpeg	etag:%220590986e4ecdc51cd2970b76ba8d953b%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/women/2.jpg	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/women/2.jpg	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:36	5631/5631	---M--	200	added ('OK')	image/jpeg	etag:%22f025345a00d65987a9a2f813c54c0611%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/men/3.jpg	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/men/3.jpg	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:36	3218/3218	---M--	200	added ('OK')	image/jpeg	etag:%22da1fe3788c71ba23abf5b87d16d3e665%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/women/4.jpg	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/women/4.jpg	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:37	3249/3249	---M--	200	added ('OK')	image/jpeg	etag:%2256c8a2f848a99b84d0fe91b816bb12ce%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/men/5.jpg	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/men/5.jpg	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:37	6492/6492	---M--	200	added ('OK')	image/jpeg	etag:%229bf3916588af86636cd9ca30d6cb3c0f%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/women/6.jpg	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/women/6.jpg	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:37	4988/4988	---M--	200	added ('OK')	image/jpeg	etag:%22605af7fa51e2abb4df27027909bf7c4a%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/men/7.jpg	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/men/7.jpg	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:38	5810/5810	---M--	200	added ('OK')	image/jpeg	etag:%22b0030813aa706d6fec4c6220454bbeac%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/women/8.jpg	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/women/8.jpg	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:38	2438/2438	---M--	200	added ('OK')	image/jpeg	etag:%2295d6154558ab4c717cc0b1784a27ff01%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/men/9.jpg	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/men/9.jpg	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:39	3935/3935	---M--	200	added ('OK')	image/jpeg	etag:%22183bbe6f05cddf589a7b0afac3886683%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/women/10.jpg	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/randomuser.me/api/portraits/women/10.jpg	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/7.html)
16:28:39	152/152	---M--	200	added ('OK')	application/javascript	etag:%22b508b4500a5e85fc4b2922a14444f502%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/cdn.utmify.com.br/scripts/utms/latest.js	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/cdn.utmify.com.br/scripts/utms/latest.js	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/1.html)
16:28:40	31955/31955	---M--	200	added ('OK')	image/jpeg	etag:%22afab626d7e1f51a97571b4eef16914a7%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/a-static.mlcdn.com.br/800x560/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/65ad6e53d8d9de76603a4cb86f9f7981.jpg	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/a-static.mlcdn.com.br/800x560/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/65ad6e53d8d9de76603a4cb86f9f7981.jpg	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/1.html)
16:28:40	40931/40931	---M--	200	added ('OK')	image/jpeg	etag:%22a8398308c7ce4ed21b928a0ce3416df3%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/a-static.mlcdn.com.br/800x560/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/2e0f9796fca190c7b21fcf746598e688.jpg	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/a-static.mlcdn.com.br/800x560/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/2e0f9796fca190c7b21fcf746598e688.jpg	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/1.html)
16:28:41	59219/59219	---M--	200	added ('OK')	image/jpeg	etag:%22ea114a80f3b6759e160e5733f679e7cd%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/a-static.mlcdn.com.br/800x560/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/ad91cddbf1f981edf0de33e1ca824d5a.jpg	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/a-static.mlcdn.com.br/800x560/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/ad91cddbf1f981edf0de33e1ca824d5a.jpg	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/1.html)
16:28:41	100414/100414	---M--	200	added ('OK')	image/jpeg	etag:%22e6fa4c3c114e99e1e077f7466f2af72b%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/a-static.mlcdn.com.br/1500x1500/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/7e5bb6679f2aea764e0dd1017f215542.jpg	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/a-static.mlcdn.com.br/1500x1500/livro-de-colorir-bobbie-goods-80-canetinhas-pon/mbcomericoatacado/kitcnt80rosa/7e5bb6679f2aea764e0dd1017f215542.jpg	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/1.html)
16:28:42	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%224368df7a780aec50a6fb203f36ead5eb%22	https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/images/pagseg.html	C:/Meus%20Sites/offer-amazon/amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/images/pagseg.html	(from https://amazoncombr.vercel.app/canetinhatouch.vercel.app/livro-bob.vercel.app/5.html)
